FILENAME,WORDTYPES,SWORDTYPES,LEXTYPES,SLEXTYPES,WORDTOKENS,SWORDTOKENS,LEXTOKENS,SLEXTOKENS,LD,LS1,LS2,VS1,VS2,CVS1,NDW,NDWZ,NDWERZ,NDWESZ,TTR,MSTTR,CTTR,RTTR,LOGTTR,UBER,LV,VV1,SVV1,CVV1,VV2,NV,ADJV,ADVV,MODV
1267SCN.txt,151,29,103,29,238,34,119,34,0.50,0.29,0.19,0.04,0.04,0.14,151,38,42.30,41.80,0.63,0.83,6.92,9.79,0.92,28.58,0.88,20.35,3.19,0.87,0.19,0.84,0.15,0.17,0.32
1269SCN.txt,144,32,103,31,244,41,125,40,0.51,0.32,0.22,0.05,0.05,0.15,144,37,42.50,40.30,0.59,0.79,6.52,9.22,0.90,24.89,0.95,20.05,3.17,0.82,0.17,0.79,0.14,0.22,0.37
1273SCN.txt,217,37,155,37,553,54,230,52,0.42,0.23,0.17,0.04,0.12,0.24,217,36,38.50,37.60,0.39,0.73,6.53,9.23,0.85,18.52,0.59,25.81,3.59,0.67,0.19,0.78,0.10,0.12,0.22
1274SCN.txt,144,31,102,31,261,38,128,38,0.49,0.30,0.22,0.06,0.13,0.25,144,35,39.50,40.70,0.55,0.76,6.30,8.91,0.89,22.61,0.74,17.06,2.92,0.80,0.18,0.82,0.12,0.15,0.27
1275SCN.txt,90,16,60,15,163,20,83,19,0.51,0.23,0.18,0.05,0.05,0.15,90,35,38.20,38.80,0.55,0.73,4.98,7.05,0.88,18.97,0.71,10.71,2.31,0.72,0.18,0.73,0.11,0.11,0.22
1277SCN.txt,152,29,108,28,251,32,132,31,0.53,0.23,0.19,0.04,0.04,0.14,152,38,41.80,40.40,0.61,0.78,6.78,9.59,0.91,26.44,0.92,21.16,3.25,0.82,0.17,0.76,0.16,0.20,0.36
1278SCN.txt,191,38,136,36,402,40,182,38,0.45,0.21,0.20,0.02,0.02,0.10,191,33,39.50,40.10,0.48,0.73,6.74,9.53,0.88,20.98,0.76,28.88,3.80,0.75,0.21,0.85,0.12,0.13,0.25
1279SCN.txt,144,32,101,32,220,34,113,34,0.51,0.30,0.22,0.00,0.00,0.00,144,41,41.90,40.50,0.65,0.81,6.86,9.71,0.92,29.81,0.83,16.67,2.89,0.89,0.18,0.91,0.17,0.19,0.36
1280SCN.txt,111,18,71,17,237,25,111,24,0.47,0.22,0.16,0.08,0.16,0.28,111,31,36.30,35.30,0.47,0.68,5.10,7.21,0.86,17.12,0.64,10.24,2.26,0.64,0.14,0.62,0.13,0.14,0.27
1282SCN.txt,126,30,91,30,187,32,100,32,0.53,0.32,0.24,0.00,0.00,0.00,126,40,42.00,43.10,0.67,0.83,6.52,9.21,0.92,30.10,0.95,18.05,3.00,0.91,0.19,0.87,0.18,0.14,0.32
1283SCN.txt,159,32,115,32,330,37,172,37,0.52,0.22,0.20,0.03,0.03,0.12,159,36,39.60,37.90,0.48,0.75,6.19,8.75,0.87,20.00,0.64,14.69,2.71,0.67,0.13,0.73,0.10,0.08,0.18
1284SCN.txt,49,15,29,14,56,15,29,14,0.52,0.48,0.31,0.00,0.00,0.00,49,44,44.00,43.60,0.88,0.88,4.63,6.55,0.97,52.70,1.00,2.00,1.00,1.00,0.07,1.00,0.14,0.00,0.14
1285SCN.txt,197,44,142,44,409,56,199,55,0.49,0.28,0.22,0.02,0.02,0.11,197,36,40.90,40.90,0.48,0.78,6.89,9.74,0.88,21.50,0.70,20.93,3.23,0.71,0.15,0.74,0.12,0.15,0.27
1286SCN.txt,157,32,106,31,280,38,143,37,0.51,0.26,0.20,0.00,0.00,0.00,157,33,41.20,40.60,0.56,0.76,6.63,9.38,0.90,23.83,0.83,19.86,3.15,0.74,0.17,0.80,0.10,0.16,0.27
1287SCN.txt,174,30,122,29,427,37,195,36,0.46,0.18,0.17,0.06,0.13,0.25,174,39,36.50,35.60,0.41,0.73,5.95,8.42,0.85,17.75,0.77,18.58,3.05,0.63,0.12,0.72,0.10,0.10,0.21
1289SCN.txt,203,49,151,48,419,59,208,58,0.50,0.28,0.24,0.02,0.02,0.10,203,33,40.00,35.40,0.48,0.74,7.01,9.92,0.88,21.85,0.72,24.60,3.51,0.73,0.16,0.78,0.13,0.16,0.30
1290SCN.txt,150,34,104,31,383,41,167,37,0.44,0.22,0.23,0.07,0.23,0.34,150,37,36.20,34.00,0.39,0.69,5.42,7.66,0.84,16.39,0.60,14.40,2.68,0.62,0.14,0.65,0.09,0.13,0.22
1292SCN.txt,221,59,162,59,428,75,212,74,0.50,0.35,0.27,0.13,0.94,0.69,221,43,42.30,38.10,0.52,0.77,7.55,10.68,0.89,24.12,0.77,30.77,3.92,0.76,0.19,0.81,0.14,0.14,0.28
1293SCN.txt,56,13,35,13,84,15,40,15,0.48,0.38,0.23,0.10,0.10,0.22,56,41,36.70,36.30,0.67,0.82,4.32,6.11,0.91,21.03,0.90,8.10,2.01,0.88,0.23,0.89,0.00,0.07,0.07
1294SCN.txt,138,30,99,29,217,31,115,30,0.53,0.26,0.22,0.05,0.05,0.15,138,26,42.00,42.70,0.64,0.79,6.62,9.37,0.92,27.77,0.90,17.19,2.93,0.86,0.17,0.80,0.15,0.24,0.39
1298SCN.txt,151,30,107,28,240,32,120,30,0.50,0.25,0.20,0.03,0.03,0.13,151,38,41.70,41.70,0.63,0.80,6.89,9.75,0.92,28.15,0.79,18.24,3.02,0.89,0.19,0.92,0.14,0.20,0.34
1300SCN.txt,63,17,37,16,91,20,43,19,0.47,0.44,0.27,0.00,0.00,0.00,63,37,40.10,38.90,0.69,0.74,4.67,6.60,0.92,24.03,0.60,1.80,0.95,0.86,0.07,0.90,0.05,0.12,0.16
1301SCN.txt,119,23,80,23,236,28,114,28,0.48,0.25,0.19,0.00,0.00,0.00,119,40,39.90,39.20,0.50,0.77,5.48,7.75,0.87,18.94,0.70,11.13,2.36,0.70,0.14,0.72,0.13,0.16,0.29
1302SCN.txt,57,13,35,12,86,14,43,13,0.50,0.30,0.23,0.13,0.27,0.37,57,35,38.20,38.00,0.66,0.70,4.35,6.15,0.91,20.95,0.87,11.27,2.37,0.81,0.30,0.78,0.09,0.12,0.21
1303SCN.txt,176,46,127,46,291,56,152,55,0.52,0.36,0.26,0.06,0.13,0.25,176,35,42.10,41.20,0.60,0.80,7.30,10.32,0.91,27.80,0.87,23.52,3.43,0.84,0.18,0.84,0.14,0.16,0.30
1304SCN.txt,144,30,93,26,336,36,163,32,0.49,0.20,0.21,0.00,0.00,0.00,144,34,38.90,36.60,0.43,0.74,5.55,7.86,0.85,17.34,0.50,9.00,2.12,0.57,0.11,0.64,0.07,0.12,0.19
1305SCN.txt,159,36,113,35,300,43,158,42,0.53,0.27,0.23,0.06,0.12,0.24,159,34,42.00,36.90,0.53,0.76,6.49,9.18,0.89,22.25,0.68,15.56,2.79,0.72,0.15,0.82,0.12,0.18,0.30
1306SCN.txt,135,34,96,34,283,41,128,41,0.45,0.32,0.25,0.15,0.76,0.62,135,38,37.40,36.40,0.48,0.70,5.67,8.02,0.87,18.70,0.67,14.67,2.71,0.75,0.17,0.81,0.09,0.14,0.23
1307SCN.txt,162,37,116,37,284,44,150,44,0.53,0.29,0.23,0.00,0.00,0.00,162,32,41.80,40.20,0.57,0.76,6.80,9.61,0.90,24.69,0.73,17.45,2.95,0.77,0.16,0.85,0.13,0.21,0.35
1308SCN.txt,118,23,81,22,278,37,143,36,0.51,0.25,0.19,0.10,0.30,0.39,118,37,37.20,35.60,0.42,0.68,5.00,7.08,0.85,16.05,0.60,10.80,2.32,0.57,0.13,0.62,0.06,0.10,0.16
1309SCN.txt,187,37,135,37,379,51,182,51,0.48,0.28,0.20,0.07,0.20,0.31,187,39,41.70,37.70,0.49,0.73,6.79,9.61,0.88,21.67,0.67,20.89,3.23,0.74,0.17,0.75,0.11,0.14,0.25
1310SCN.txt,234,51,176,50,515,68,259,67,0.50,0.26,0.22,0.06,0.17,0.29,234,35,41.60,37.90,0.45,0.75,7.29,10.31,0.87,21.47,0.63,21.41,3.27,0.68,0.13,0.74,0.12,0.13,0.25
1312SCN.txt,83,19,54,19,167,26,82,24,0.49,0.29,0.23,0.14,0.29,0.38,83,37,36.60,35.60,0.50,0.71,4.54,6.42,0.86,16.27,0.79,8.64,2.08,0.66,0.13,0.68,0.05,0.18,0.23
1313SCN.txt,170,37,127,37,297,43,152,42,0.51,0.28,0.22,0.06,0.12,0.24,170,32,41.70,41.30,0.57,0.78,6.98,9.86,0.90,25.23,0.88,26.47,3.64,0.84,0.20,0.83,0.13,0.18,0.32
1314SCN.txt,128,31,90,30,200,34,107,33,0.54,0.31,0.24,0.08,0.17,0.29,128,36,42.20,42.70,0.64,0.81,6.40,9.05,0.92,27.32,0.92,20.17,3.18,0.84,0.21,0.80,0.14,0.15,0.29
1315SCN.txt,154,30,112,30,273,35,143,35,0.52,0.24,0.19,0.00,0.00,0.00,154,37,40.80,40.10,0.56,0.78,6.59,9.32,0.90,23.87,0.84,21.81,3.30,0.78,0.18,0.83,0.13,0.17,0.30
1316SCN.txt,75,13,48,13,132,19,69,19,0.52,0.28,0.17,0.00,0.00,0.00,75,42,37.50,36.10,0.57,0.76,4.62,6.53,0.88,18.32,0.67,6.67,1.83,0.70,0.14,0.86,0.07,0.19,0.26
1317SCN.txt,176,43,128,43,306,47,152,47,0.50,0.31,0.24,0.06,0.11,0.24,176,41,40.90,39.80,0.58,0.81,7.11,10.06,0.90,25.72,0.78,21.78,3.30,0.84,0.18,0.90,0.14,0.17,0.31
1318SCN.txt,128,31,91,31,197,34,105,34,0.53,0.32,0.24,0.04,0.04,0.14,128,39,41.60,41.30,0.65,0.83,6.45,9.12,0.92,28.11,0.92,21.16,3.25,0.87,0.22,0.83,0.16,0.15,0.31
1319SCN.txt,176,46,130,45,325,54,164,51,0.50,0.31,0.26,0.03,0.03,0.13,176,38,43.10,39.50,0.54,0.79,6.90,9.76,0.89,23.69,0.81,20.16,3.18,0.79,0.15,0.82,0.12,0.16,0.28
1322SCN.txt,162,30,112,29,291,39,138,38,0.47,0.28,0.19,0.05,0.11,0.23,162,33,41.70,36.10,0.56,0.79,6.72,9.50,0.90,23.87,0.79,23.68,3.44,0.81,0.22,0.81,0.14,0.18,0.32
1323SCN.txt,119,19,74,19,244,25,95,25,0.39,0.26,0.16,0.07,0.15,0.27,119,34,38.10,36.00,0.49,0.71,5.39,7.62,0.87,18.28,0.78,16.33,2.86,0.78,0.22,0.82,0.13,0.13,0.25
1324SCN.txt,40,10,23,10,63,11,29,11,0.46,0.38,0.25,0.40,0.80,0.63,40,35,34.60,34.90,0.63,0.70,3.56,5.04,0.89,16.41,1.00,5.00,1.58,0.79,0.17,0.91,0.10,0.21,0.31
1325SCN.txt,203,49,149,49,402,62,203,61,0.50,0.30,0.24,0.07,0.20,0.32,203,36,41.50,40.40,0.50,0.76,7.16,10.12,0.89,22.86,0.66,19.11,3.09,0.73,0.14,0.81,0.11,0.16,0.27
1326SCN.txt,214,50,167,50,431,56,235,56,0.55,0.24,0.23,0.05,0.16,0.28,214,35,40.70,40.70,0.50,0.78,7.29,10.31,0.88,22.83,0.57,18.78,3.06,0.71,0.14,0.79,0.11,0.17,0.28
1328SCN.txt,192,45,139,44,386,53,193,52,0.50,0.27,0.23,0.06,0.18,0.30,192,34,39.20,39.10,0.50,0.75,6.91,9.77,0.88,22.06,0.63,19.61,3.13,0.72,0.16,0.83,0.10,0.16,0.26
1333SCN.txt,158,41,110,41,297,50,148,50,0.50,0.34,0.26,0.08,0.24,0.34,158,33,43.30,38.70,0.53,0.76,6.48,9.17,0.89,22.31,0.74,20.63,3.21,0.74,0.19,0.78,0.14,0.14,0.27
1335SCN.txt,108,26,73,26,240,35,116,35,0.48,0.30,0.24,0.11,0.32,0.40,108,38,38.00,35.60,0.45,0.73,4.93,6.97,0.85,16.34,0.64,11.57,2.41,0.63,0.16,0.69,0.07,0.13,0.20
1336SCN.txt,193,46,142,45,378,56,199,55,0.53,0.28,0.24,0.04,0.09,0.21,193,35,42.10,39.60,0.51,0.79,7.02,9.93,0.89,22.76,0.64,18.69,3.06,0.71,0.15,0.84,0.13,0.13,0.26
1337SCN.txt,65,15,45,15,109,18,61,18,0.56,0.30,0.23,0.20,0.40,0.45,65,37,36.40,36.90,0.60,0.76,4.40,6.23,0.89,18.49,0.90,8.10,2.01,0.74,0.15,0.77,0.08,0.03,0.11
1338SCN.txt,67,15,45,15,101,17,54,17,0.53,0.31,0.22,0.17,0.33,0.41,67,34,39.60,36.20,0.66,0.74,4.71,6.67,0.91,22.54,0.75,6.75,1.84,0.83,0.17,0.88,0.17,0.07,0.24
1339SCN.txt,111,20,71,20,217,25,100,25,0.46,0.25,0.18,0.07,0.14,0.26,111,37,36.80,36.60,0.51,0.76,5.33,7.54,0.88,18.75,0.76,16.69,2.89,0.71,0.22,0.69,0.08,0.10,0.18
1340SCN.txt,201,48,149,48,409,58,214,58,0.52,0.27,0.24,0.03,0.07,0.19,201,37,41.70,36.90,0.49,0.79,7.03,9.94,0.88,22.11,0.59,19.93,3.16,0.70,0.16,0.78,0.10,0.16,0.26
1344SCN.txt,189,36,139,36,364,45,184,44,0.51,0.24,0.19,0.07,0.23,0.34,189,34,40.90,39.70,0.52,0.78,7.00,9.91,0.89,23.04,0.80,25.60,3.58,0.76,0.17,0.84,0.12,0.17,0.29
1346SCN.txt,107,24,72,23,198,27,93,26,0.47,0.28,0.22,0.17,0.50,0.50,107,38,37.10,36.00,0.54,0.73,5.38,7.60,0.88,19.73,0.89,14.22,2.67,0.77,0.17,0.76,0.09,0.19,0.28
1347SCN.txt,118,19,78,18,242,25,113,24,0.47,0.21,0.16,0.00,0.00,0.00,118,39,36.90,36.00,0.49,0.76,5.36,7.59,0.87,18.22,0.68,11.56,2.40,0.69,0.15,0.67,0.09,0.11,0.19
1348SCN.txt,123,22,91,21,281,26,153,25,0.54,0.16,0.18,0.03,0.03,0.12,123,35,39.10,34.20,0.44,0.72,5.19,7.34,0.85,16.71,0.59,13.08,2.56,0.59,0.14,0.77,0.07,0.11,0.18
1349SCN.txt,81,12,52,12,126,14,66,14,0.52,0.21,0.15,0.07,0.07,0.19,81,39,40.10,38.20,0.64,0.78,5.10,7.22,0.91,22.99,0.86,10.29,2.27,0.79,0.18,0.76,0.11,0.18,0.29
1350SCN.txt,87,16,59,16,179,20,82,20,0.46,0.24,0.18,0.08,0.17,0.29,87,35,34.80,34.60,0.49,0.71,4.60,6.50,0.86,16.20,0.62,9.38,2.17,0.72,0.18,0.79,0.06,0.12,0.18
1351SCN.txt,192,44,141,43,370,50,174,49,0.47,0.28,0.23,0.02,0.02,0.11,192,35,40.50,38.60,0.52,0.80,7.06,9.98,0.89,23.15,0.80,26.56,3.64,0.81,0.19,0.82,0.14,0.16,0.30
1354SCN.txt,174,36,122,35,329,47,152,44,0.46,0.29,0.21,0.03,0.03,0.12,174,40,42.00,38.70,0.53,0.77,6.78,9.59,0.89,22.90,0.78,21.78,3.30,0.80,0.18,0.83,0.13,0.16,0.29
1355SCN.txt,136,28,90,28,215,30,102,30,0.47,0.29,0.21,0.04,0.04,0.14,136,41,42.00,42.10,0.63,0.87,6.56,9.28,0.91,27.35,0.92,22.15,3.33,0.88,0.24,0.88,0.18,0.15,0.32
1359SCN.txt,164,40,121,40,281,51,150,51,0.53,0.34,0.24,0.03,0.03,0.13,164,37,41.70,38.60,0.58,0.78,6.92,9.78,0.90,25.64,0.83,19.86,3.15,0.81,0.16,0.81,0.11,0.17,0.28
1360SCN.txt,208,45,156,44,612,58,278,57,0.45,0.21,0.22,0.08,0.50,0.50,208,40,37.70,34.70,0.34,0.72,5.95,8.41,0.83,16.57,0.57,23.35,3.42,0.56,0.15,0.65,0.08,0.11,0.19
1361SCN.txt,190,28,135,28,416,34,221,34,0.53,0.15,0.15,0.02,0.02,0.10,190,37,40.10,35.80,0.46,0.75,6.59,9.32,0.87,20.16,0.60,18.48,3.04,0.61,0.14,0.61,0.12,0.15,0.28
1364SCN.txt,192,39,140,38,514,53,250,52,0.49,0.21,0.20,0.13,1.03,0.72,192,38,37.30,36.50,0.37,0.73,5.99,8.47,0.84,17.18,0.58,20.90,3.23,0.56,0.14,0.58,0.09,0.09,0.18
1366SCN.txt,142,30,99,30,228,33,122,33,0.54,0.27,0.21,0.06,0.12,0.25,142,35,43.30,43.40,0.62,0.80,6.65,9.40,0.91,27.04,0.81,21.12,3.25,0.81,0.21,0.80,0.15,0.16,0.31
1367SCN.txt,122,20,90,20,253,29,125,29,0.49,0.23,0.16,0.04,0.04,0.13,122,39,38.30,35.90,0.48,0.75,5.42,7.67,0.87,18.23,0.82,18.89,3.07,0.72,0.18,0.69,0.10,0.13,0.23
1370SCN.txt,336,73,258,73,1013,89,488,89,0.48,0.18,0.22,0.06,0.40,0.45,336,37,40.80,37.40,0.33,0.73,7.46,10.56,0.84,18.85,0.46,26.41,3.63,0.53,0.12,0.62,0.08,0.09,0.17
1373SCN.txt,161,37,117,36,279,42,143,40,0.51,0.28,0.23,0.00,0.00,0.00,161,39,41.70,40.10,0.58,0.80,6.82,9.64,0.90,25.05,0.73,17.45,2.95,0.82,0.17,0.88,0.15,0.15,0.30
1374SCN.txt,229,53,163,50,504,76,236,60,0.47,0.25,0.23,0.06,0.26,0.36,229,41,41.40,40.40,0.45,0.79,7.21,10.20,0.87,21.32,0.66,27.11,3.68,0.69,0.17,0.77,0.11,0.14,0.25
1375SCN.txt,143,31,99,30,228,36,122,35,0.54,0.29,0.22,0.07,0.14,0.27,143,37,41.60,42.40,0.63,0.83,6.70,9.47,0.91,27.44,0.86,20.57,3.21,0.81,0.20,0.81,0.14,0.18,0.32
1376SCN.txt,141,30,101,30,337,47,167,47,0.50,0.28,0.21,0.09,0.37,0.43,141,40,37.90,37.50,0.42,0.74,5.43,7.68,0.85,16.88,0.67,19.56,3.13,0.60,0.17,0.64,0.10,0.11,0.21
1378SCN.txt,180,37,128,37,322,40,161,40,0.50,0.25,0.21,0.06,0.11,0.24,180,36,43.60,41.10,0.56,0.82,7.09,10.03,0.90,24.90,0.83,25.00,3.54,0.80,0.19,0.83,0.13,0.19,0.32
1382SCN.txt,142,24,94,23,225,29,109,27,0.48,0.25,0.17,0.00,0.00,0.00,142,38,41.90,40.30,0.63,0.81,6.69,9.47,0.92,27.68,0.89,21.33,3.27,0.86,0.22,0.88,0.15,0.17,0.32
1384SCN.txt,174,45,129,45,487,59,214,55,0.44,0.26,0.26,0.11,0.64,0.57,174,36,38.60,35.70,0.36,0.70,5.58,7.88,0.83,16.16,0.57,18.29,3.02,0.60,0.15,0.67,0.09,0.12,0.21
1387SCN.txt,205,40,151,40,414,48,216,48,0.52,0.22,0.20,0.00,0.00,0.00,205,38,41.30,40.30,0.50,0.80,7.12,10.08,0.88,22.44,0.75,24.75,3.52,0.70,0.15,0.71,0.11,0.15,0.26
1388SCN.txt,77,13,48,13,129,14,55,14,0.43,0.25,0.17,0.00,0.00,0.00,77,39,38.40,35.20,0.60,0.71,4.79,6.78,0.89,19.88,0.88,12.25,2.47,0.87,0.25,0.91,0.07,0.20,0.27
1391SCN.txt,148,27,103,25,406,37,186,35,0.46,0.19,0.18,0.02,0.02,0.09,148,34,38.00,32.70,0.36,0.68,5.19,7.35,0.83,15.53,0.55,18.65,3.05,0.55,0.18,0.64,0.08,0.11,0.19
1392SCN.txt,71,5,41,5,161,8,81,8,0.50,0.10,0.07,0.00,0.00,0.00,71,26,34.40,31.90,0.44,0.59,3.96,5.60,0.84,13.70,0.48,5.76,1.70,0.51,0.15,0.44,0.07,0.14,0.21
1396SCN.txt,253,76,192,76,571,92,271,92,0.47,0.34,0.30,0.18,2.35,1.08,253,36,39.40,37.60,0.44,0.75,7.49,10.59,0.87,21.50,0.65,30.68,3.92,0.71,0.17,0.75,0.12,0.13,0.25
1397SCN.txt,188,41,138,41,335,49,167,49,0.50,0.29,0.22,0.03,0.03,0.12,188,38,41.80,38.60,0.56,0.77,7.26,10.27,0.90,25.41,0.89,27.46,3.71,0.83,0.19,0.84,0.14,0.17,0.31
1398SCN.txt,271,61,208,59,771,110,381,91,0.49,0.24,0.23,0.08,0.54,0.52,271,41,39.10,36.40,0.35,0.73,6.90,9.76,0.84,18.36,0.64,36.97,4.30,0.55,0.15,0.57,0.08,0.09,0.18
1401SCN.txt,220,49,163,46,502,80,253,63,0.50,0.25,0.22,0.05,0.15,0.27,220,37,41.80,38.00,0.44,0.76,6.94,9.82,0.87,20.36,0.64,24.93,3.53,0.64,0.15,0.67,0.13,0.13,0.26
1402SCN.txt,198,44,143,44,367,47,185,47,0.50,0.25,0.22,0.14,0.82,0.64,198,39,41.20,41.20,0.54,0.79,7.31,10.34,0.90,24.54,0.70,21.84,3.30,0.77,0.17,0.88,0.12,0.19,0.32
1403SCN.txt,96,24,61,24,186,31,88,31,0.47,0.35,0.25,0.15,0.45,0.47,96,32,37.80,36.10,0.52,0.69,4.98,7.04,0.87,17.93,0.75,11.25,2.37,0.69,0.17,0.72,0.09,0.11,0.20
1404SCN.txt,153,39,106,39,251,45,126,45,0.50,0.36,0.25,0.07,0.15,0.27,153,34,41.90,40.70,0.61,0.80,6.83,9.66,0.91,26.79,0.89,21.33,3.27,0.84,0.19,0.80,0.13,0.17,0.31
1407SCN.txt,136,27,93,26,313,34,143,32,0.46,0.22,0.20,0.13,0.91,0.67,136,34,35.60,34.50,0.43,0.72,5.44,7.69,0.85,17.20,0.54,15.57,2.79,0.65,0.20,0.69,0.08,0.10,0.19
1410SCN.txt,212,49,158,47,471,59,228,57,0.48,0.25,0.23,0.07,0.29,0.38,212,38,39.20,41.00,0.45,0.77,6.91,9.77,0.87,20.61,0.65,23.56,3.43,0.69,0.16,0.75,0.12,0.12,0.24
1411SCN.txt,143,27,100,27,248,34,127,33,0.51,0.26,0.19,0.03,0.03,0.12,143,36,40.90,39.80,0.58,0.79,6.42,9.08,0.90,23.98,0.79,20.48,3.20,0.79,0.20,0.89,0.13,0.15,0.28
