FILENAME,WORDTYPES,SWORDTYPES,LEXTYPES,SLEXTYPES,WORDTOKENS,SWORDTOKENS,LEXTOKENS,SLEXTOKENS,LD,LS1,LS2,VS1,VS2,CVS1,NDW,NDWZ,NDWERZ,NDWESZ,TTR,MSTTR,CTTR,RTTR,LOGTTR,UBER,LV,VV1,SVV1,CVV1,VV2,NV,ADJV,ADVV,MODV
1204SCN.txt,154,32,111,32,267,41,139,40,0.52,0.29,0.21,0.00,0.00,0.00,154,38,41.60,40.50,0.58,0.81,6.66,9.42,0.90,24.64,0.74,14.81,2.72,0.80,0.14,0.79,0.17,0.19,0.35
1205SCN.txt,122,32,82,31,268,38,125,37,0.47,0.30,0.26,0.22,0.89,0.67,122,35,38.00,35.80,0.46,0.72,5.27,7.45,0.86,17.25,0.78,10.89,2.33,0.66,0.11,0.72,0.06,0.10,0.17
1206SCN.txt,172,37,122,37,348,46,165,46,0.47,0.28,0.22,0.09,0.36,0.43,172,28,39.90,36.70,0.49,0.71,6.52,9.22,0.88,21.11,0.68,20.45,3.20,0.74,0.18,0.75,0.14,0.15,0.28
1207SCN.txt,90,23,60,23,152,30,74,30,0.49,0.41,0.26,0.21,0.64,0.57,90,38,38.50,35.00,0.59,0.73,5.16,7.30,0.90,20.92,1.00,14.00,2.65,0.81,0.19,0.79,0.12,0.12,0.24
1208SCN.txt,109,15,69,15,253,28,129,28,0.51,0.22,0.14,0.04,0.04,0.14,109,33,37.60,32.30,0.43,0.65,4.85,6.85,0.85,15.79,0.58,8.65,2.08,0.53,0.12,0.53,0.08,0.12,0.19
1209SCN.txt,146,26,101,26,249,29,123,29,0.49,0.24,0.18,0.00,0.00,0.00,146,37,41.20,37.90,0.59,0.79,6.54,9.25,0.90,24.77,0.69,17.36,2.95,0.82,0.20,0.93,0.12,0.17,0.29
1211SCN.txt,43,11,27,10,69,13,30,12,0.43,0.40,0.26,0.20,0.20,0.32,43,34,33.70,31.90,0.62,0.68,3.66,5.18,0.89,16.46,1.00,5.00,1.58,0.90,0.17,0.89,0.10,0.07,0.17
1212SCN.txt,166,32,115,32,302,39,152,39,0.50,0.26,0.19,0.03,0.03,0.11,166,37,41.30,37.60,0.55,0.78,6.75,9.55,0.90,23.66,0.69,18.69,3.06,0.76,0.18,0.83,0.10,0.18,0.28
1214SCN.txt,172,35,122,35,333,43,163,42,0.49,0.26,0.20,0.00,0.00,0.00,172,31,39.40,38.40,0.52,0.76,6.66,9.43,0.89,22.18,0.68,20.45,3.20,0.75,0.18,0.80,0.14,0.17,0.31
1215SCN.txt,56,6,37,6,115,8,59,8,0.51,0.14,0.11,0.05,0.05,0.15,56,33,32.70,31.40,0.49,0.64,3.69,5.22,0.85,13.59,0.55,6.55,1.81,0.63,0.20,0.65,0.10,0.15,0.25
1216SCN.txt,186,36,132,36,355,43,170,42,0.48,0.25,0.19,0.00,0.00,0.00,186,37,41.10,40.40,0.52,0.80,6.98,9.87,0.89,23.17,0.76,26.63,3.65,0.78,0.21,0.83,0.14,0.15,0.29
1217SCN.txt,201,37,140,35,430,44,196,42,0.46,0.21,0.18,0.07,0.20,0.32,201,36,41.30,38.50,0.47,0.76,6.85,9.69,0.87,21.00,0.70,21.84,3.30,0.71,0.16,0.78,0.14,0.17,0.31
1218SCN.txt,92,17,56,16,174,25,75,23,0.43,0.31,0.18,0.06,0.06,0.17,92,36,37.80,36.40,0.53,0.71,4.93,6.97,0.88,18.14,0.67,8.00,2.00,0.75,0.16,0.80,0.05,0.12,0.17
1219SCN.txt,78,8,50,8,139,12,76,12,0.55,0.16,0.10,0.00,0.00,0.00,78,35,38.90,36.50,0.56,0.73,4.68,6.62,0.88,18.30,0.69,6.23,1.77,0.66,0.12,0.68,0.09,0.16,0.25
1220SCN.txt,75,19,43,18,121,22,56,21,0.46,0.38,0.25,0.10,0.10,0.22,75,41,38.40,36.90,0.62,0.78,4.82,6.82,0.90,20.88,0.70,4.90,1.57,0.77,0.12,0.83,0.11,0.14,0.25
1222SCN.txt,176,36,124,36,330,47,166,47,0.50,0.28,0.20,0.11,0.44,0.47,176,36,41.60,40.10,0.53,0.79,6.85,9.69,0.89,23.23,0.86,26.69,3.65,0.75,0.19,0.74,0.12,0.17,0.30
1223SCN.txt,138,33,97,32,221,39,123,38,0.56,0.31,0.24,0.00,0.00,0.00,138,41,42.70,42.60,0.62,0.84,6.56,9.28,0.91,26.87,0.68,14.23,2.67,0.79,0.17,0.82,0.11,0.14,0.24
1224SCN.txt,165,39,113,36,400,45,181,42,0.45,0.23,0.24,0.04,0.08,0.20,165,30,37.00,34.30,0.41,0.70,5.83,8.25,0.85,17.61,0.51,12.76,2.53,0.62,0.14,0.67,0.09,0.11,0.20
1225SCN.txt,210,49,154,49,461,70,208,70,0.45,0.34,0.23,0.07,0.21,0.33,210,38,39.10,35.90,0.46,0.76,6.92,9.78,0.87,20.78,0.79,25.93,3.60,0.74,0.16,0.68,0.12,0.15,0.27
1226SCN.txt,75,9,49,9,126,13,67,13,0.53,0.19,0.12,0.00,0.00,0.00,75,34,39.10,38.50,0.60,0.75,4.72,6.68,0.89,19.58,0.83,4.17,1.44,0.73,0.07,0.75,0.10,0.21,0.31
1228SCN.txt,212,55,159,54,429,71,211,70,0.49,0.33,0.26,0.03,0.03,0.12,212,33,41.40,38.40,0.49,0.75,7.24,10.24,0.88,22.64,0.70,18.27,3.02,0.75,0.12,0.75,0.13,0.20,0.33
1229SCN.txt,224,50,156,50,462,55,197,54,0.43,0.27,0.22,0.08,0.33,0.40,224,31,40.40,39.30,0.48,0.74,7.37,10.42,0.88,22.58,0.71,25.00,3.54,0.79,0.18,0.89,0.13,0.17,0.30
1230SCN.txt,46,17,29,17,66,22,36,22,0.55,0.61,0.37,0.40,0.80,0.63,46,38,38.00,36.60,0.70,0.76,4.00,5.66,0.91,21.12,0.80,3.20,1.26,0.81,0.11,0.78,0.08,0.14,0.22
1231SCN.txt,198,54,151,54,441,72,226,72,0.51,0.32,0.27,0.04,0.08,0.19,198,38,39.80,38.60,0.45,0.78,6.67,9.43,0.87,20.11,0.64,21.81,3.30,0.67,0.15,0.72,0.12,0.15,0.27
1232SCN.txt,56,19,40,19,88,25,54,25,0.61,0.46,0.34,0.00,0.00,0.00,56,37,37.20,38.30,0.64,0.74,4.22,5.97,0.90,19.26,0.71,3.57,1.34,0.74,0.09,0.76,0.06,0.11,0.17
1233SCN.txt,191,48,136,48,398,62,191,62,0.48,0.32,0.25,0.02,0.02,0.11,191,37,40.20,38.80,0.48,0.76,6.77,9.57,0.88,21.20,0.73,24.20,3.48,0.71,0.17,0.72,0.11,0.17,0.28
1234SCN.txt,39,9,26,9,65,11,34,11,0.52,0.32,0.23,0.00,0.00,0.00,39,32,32.90,32.50,0.60,0.64,3.42,4.84,0.88,14.81,0.62,3.12,1.25,0.76,0.15,0.83,0.18,0.18,0.35
1235SCN.txt,166,45,122,45,267,56,145,56,0.54,0.39,0.27,0.11,0.32,0.40,166,37,43.40,41.00,0.62,0.81,7.18,10.16,0.91,28.53,0.89,22.32,3.34,0.84,0.17,0.83,0.13,0.19,0.32
1236SCN.txt,92,19,58,19,172,28,82,28,0.48,0.34,0.21,0.22,1.09,0.74,92,34,37.80,38.80,0.53,0.72,4.96,7.01,0.88,18.39,0.78,14.09,2.65,0.71,0.22,0.72,0.10,0.07,0.17
1237SCN.txt,175,35,126,35,308,48,158,46,0.51,0.29,0.20,0.06,0.12,0.25,175,43,42.30,41.40,0.57,0.80,7.05,9.97,0.90,25.22,0.81,21.12,3.25,0.80,0.16,0.75,0.11,0.22,0.33
1238SCN.txt,115,25,78,25,162,29,85,29,0.52,0.34,0.22,0.00,0.00,0.00,115,42,42.70,43.20,0.71,0.85,6.39,9.04,0.93,32.81,1.00,15.00,2.74,0.92,0.18,0.90,0.18,0.16,0.34
1240SCN.txt,205,43,158,43,484,52,241,52,0.50,0.22,0.21,0.03,0.07,0.18,205,33,38.10,36.90,0.42,0.74,6.59,9.32,0.86,19.32,0.63,24.07,3.47,0.66,0.16,0.70,0.12,0.14,0.26
1241SCN.txt,41,9,27,8,60,10,29,8,0.48,0.28,0.22,0.00,0.00,0.00,41,37,36.20,36.40,0.68,0.74,3.74,5.29,0.91,19.12,1.00,3.00,1.22,0.93,0.10,0.94,0.17,0.07,0.24
