File,WC,Nodes,Edges,RE,PE,L1,L2,L3,LCC,LSC,ATD,Density,Diameter,ASP,CC
1244SCN_0_processed,315,143,295,29,39,2,11,25,143,127,4.125874,0.02501723628484192,9,3.296661085393481,0.14187393117874397
1245SCN_0_processed,293,163,273,19,22,4,5,10,163,140,3.3496933,0.018707869423615846,10,3.76694690600621,0.07880850965192547
1246SCN_0_processed,176,93,167,15,23,0,8,12,93,82,3.5913978,0.033660589060308554,8,3.2727910238429163,0.10770870841110178
1247SCN_0_processed,120,66,113,11,12,1,1,9,65,60,3.4242425,0.046620046620046623,7,3.1951923076923077,0.1615223665223665
1248SCN_0_processed,278,130,265,25,28,7,6,15,130,126,4.076923,0.027429934406678593,7,3.347763864042932,0.08513428982101438
1250SCN_0_processed,226,102,211,36,44,2,9,16,100,85,4.1372547,0.0320326150262085,8,3.3260606060606053,0.13530302025181476
1252SCN_0_processed,424,168,398,67,75,6,8,33,168,152,4.7380953,0.022597661819218705,8,3.370758483033933,0.0894270190038593
1253SCN_0_processed,108,68,101,4,4,2,1,4,67,63,2.9705882,0.04170324846356453,9,4.0927182270465865,0.03403720462543992
1255SCN_0_processed,319,180,296,17,25,1,8,14,180,147,3.288889,0.01675977653631285,10,4.081067659838613,0.07430941042816439
1256SCN_0_processed,325,153,296,34,41,2,7,5,153,127,3.869281,0.021757825937392502,11,3.9067767457860336,0.058816581373507364
1257SCN_0_processed,271,160,247,14,15,2,1,5,159,143,3.0875,0.018081761006289308,9,4.313430459358332,0.05461440826330531
1258SCN_0_processed,320,183,296,9,15,5,6,7,181,160,3.2349727,0.016573590344082147,9,3.8243707796194015,0.06186255385869657
1259SCN_0_processed,289,160,266,19,25,2,6,6,159,145,3.325,0.018789308176100628,9,4.185176339463417,0.058494677018383914
