File,WC,Nodes,Edges,RE,PE,L1,L2,L3,LCC,LSC,ATD,Density,Diameter,ASP,CC
1042SCN,30.0,22.625,27.0,1.125,1.375,1.0,0.25,0.25,19.625,12.5,2.419339475,0.10456275283472753,8.75,3.859881439080355,0.0404474350126524
1043SCN,30.0,25.09090909090909,27.0,0.36363636363636365,0.7272727272727273,0.0,0.36363636363636365,0.6363636363636364,23.181818181818183,12.727272727272727,2.1612845454545453,0.08780328732897903,10.636363636363637,4.546219209760246,0.047801476301476305
1044SCN,30.0,23.375,26.875,1.0,1.75,0.125,0.75,0.375,21.75,12.375,2.3143220249999996,0.09697633887851279,10.125,4.270669680560985,0.03399846681096681
1046SCN,30.0,24.533333333333335,26.4,0.7333333333333333,0.8666666666666667,0.26666666666666666,0.16666666666666666,0.4,21.7,7.266666666666667,2.164921436666667,0.08873561650373246,11.833333333333334,4.781685150711085,0.03424721824069651
1047SCN,30.0,22.545454545454547,26.454545454545453,0.8181818181818182,1.8181818181818181,0.45454545454545453,1.0,0.45454545454545453,21.272727272727273,9.636363636363637,2.3565874636363633,0.10053480809461669,10.454545454545455,4.234576937520561,0.04151379284496168
1048SCN,30.0,22.75,26.375,0.625,1.0,0.0,0.375,0.75,22.5,11.0,2.3411181875,0.10519011975819755,9.75,4.044541326331944,0.06653080277686971
1050SCN,30.0,24.6,27.0,0.2,0.4,0.2,0.2,0.6,20.8,6.4,2.22536362,0.09466117921637529,12.0,4.781929438982071,0.06660579710144927
1054SCN,30.0,24.0,26.9,0.9,1.2,0.0,0.3,0.1,23.3,11.6,2.2516388099999998,0.09417809726505377,11.1,4.577864671560324,0.009333333333333332
1060SCN,30.0,23.066666666666666,27.133333333333333,1.1333333333333333,1.4,0.2,0.26666666666666666,0.3333333333333333,21.133333333333333,14.133333333333333,2.370078640000001,0.10171386745299789,8.733333333333333,3.7002900306645086,0.03141811071376289
1064SCN,30.0,24.473684210526315,26.105263157894736,0.2631578947368421,0.6842105263157895,0.05263157894736842,0.42105263157894735,0.6842105263157895,22.0,7.2631578947368425,2.1453628526315796,0.0896134181946539,10.736842105263158,4.395754478821371,0.05703836913210892
1070SCN,30.0,23.9,26.4,0.35,0.95,0.15,0.6,0.55,21.2,9.8,2.2384622700000003,0.0956046010943036,9.45,4.041341788567694,0.05820088479689929
1072SCN,30.0,24.428571428571427,26.571428571428573,0.5714285714285714,1.0714285714285714,0.14285714285714285,0.5,0.35714285714285715,20.785714285714285,8.214285714285714,2.20539995,0.09146055165419432,9.928571428571429,4.223424122055836,0.04246508016176753
1073SCN,30.0,24.142857142857142,25.928571428571427,0.2857142857142857,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.42857142857142855,22.071428571428573,8.214285714285714,2.17619345,0.09226131672508109,10.642857142857142,4.3233624382313876,0.026808864013832957
1085SCN,30.0,25.9,27.0,0.3,0.7,0.0,0.4,0.4,21.5,11.0,2.09809855,0.08283761793207071,11.3,4.668078439316425,0.03473070316693506
1088SCN,30.0,23.0,27.75,0.25,0.75,0.25,0.5,0.75,23.0,16.25,2.4270289500000004,0.10728208862076138,8.25,3.5541456903127386,0.0675
1089SCN,30.0,23.195121951219512,27.21951219512195,1.024390243902439,1.5609756097560976,0.2926829268292683,0.5365853658536586,0.4878048780487805,21.4390243902439,12.414634146341463,2.3801897756097556,0.10193259137982276,9.951219512195122,4.162483684774411,0.045405787774368295
1090SCN,30.0,23.714285714285715,27.714285714285715,0.5714285714285714,1.0,0.2857142857142857,0.42857142857142855,0.8571428571428571,23.428571428571427,15.714285714285714,2.370146571428571,0.10115966111062548,10.142857142857142,4.313437167121378,0.051732077446363156
1091SCN,30.0,24.76923076923077,27.23076923076923,0.7692307692307693,1.3076923076923077,0.3076923076923077,0.5384615384615384,0.5384615384615384,21.076923076923077,11.384615384615385,2.2361206615384615,0.09020613591929744,11.538461538461538,4.743122683026025,0.04684870684870684
1092SCN,30.0,23.90909090909091,27.454545454545453,0.45454545454545453,1.0909090909090908,0.36363636363636365,0.6363636363636364,0.8181818181818182,22.09090909090909,13.909090909090908,2.3058269272727276,0.09574221269873444,10.0,4.170188698871135,0.05651537076108881
1093SCN,30.0,24.5,27.392857142857142,0.75,1.0714285714285714,0.42857142857142855,0.4642857142857143,0.25,21.571428571428573,12.5,2.2565644178571427,0.09173945736381624,10.714285714285714,4.402435906455914,0.026702655479441194
1094SCN,30.0,24.11111111111111,27.666666666666668,0.4444444444444444,1.1111111111111112,0.0,0.6666666666666666,0.3333333333333333,21.88888888888889,14.11111111111111,2.313474511111111,0.09722054066320532,8.88888888888889,3.8133683464798014,0.031084080975385325
1095SCN,30.0,25.76923076923077,27.307692307692307,0.23076923076923078,0.5384615384615384,0.0,0.3076923076923077,0.38461538461538464,22.923076923076923,12.692307692307692,2.1391934384615388,0.08598308357966991,11.923076923076923,4.844675914824443,0.033636814071596674
1096SCN,30.0,20.75,27.25,1.5,1.75,0.0,0.25,1.0,20.75,13.75,2.6746918,0.1305498985878243,8.75,3.447594710930624,0.08024064171122994
1097SCN,30.0,24.257142857142856,27.085714285714285,0.8571428571428571,1.2571428571428571,0.2571428571428571,0.42857142857142855,0.34285714285714286,21.485714285714284,9.628571428571428,2.2509661600000004,0.09235042270721514,10.342857142857143,4.2730372455145265,0.02842343705677039
1099SCN,30.0,20.8,27.533333333333335,1.4666666666666666,2.2,0.0,0.7333333333333333,0.9333333333333333,20.133333333333333,15.666666666666666,2.68233512,0.12679022532434833,7.466666666666667,3.2147063511163654,0.10293013973266073
1100SCN,30.0,23.77777777777778,27.555555555555557,0.7777777777777778,0.8888888888888888,0.0,0.1111111111111111,0.4444444444444444,22.22222222222222,13.777777777777779,2.3494977666666665,0.1018202909049591,10.0,4.151904177881803,0.03044144549407707
1101SCN,30.0,23.875,27.0,0.125,1.0,0.125,0.875,0.75,22.125,10.75,2.2729866249999997,0.09583803877282138,9.0,3.920596685250407,0.061254717504717504
1102SCN,30.0,25.0,27.4,0.8,0.8,0.0,0.0,0.2,23.0,13.2,2.2103268,0.0905310591457518,11.4,4.664667131674804,0.0271055900621118
1103SCN,30.0,22.555555555555557,26.5,0.3333333333333333,1.4444444444444444,0.2222222222222222,1.1111111111111112,0.7777777777777778,21.11111111111111,12.11111111111111,2.3796140333333327,0.10505212408781005,8.222222222222221,3.545332657570359,0.0628226253676783
1104SCN,30.0,22.333333333333332,26.833333333333332,0.5,1.1666666666666667,0.16666666666666666,0.6666666666666666,0.5,20.166666666666668,12.666666666666666,2.4310355,0.11030522434031208,7.833333333333333,3.4482608035239615,0.04961836409204831
1105SCN,30.0,24.11627906976744,25.953488372093023,0.9534883720930233,1.2790697674418605,0.20930232558139536,0.32558139534883723,0.3488372093023256,19.674418604651162,7.023255813953488,2.1911030116279067,0.09160503504574664,11.069767441860465,4.449300883438565,0.029435269725967394
1106SCN,30.0,24.954545454545453,26.545454545454547,0.7272727272727273,0.8181818181818182,0.18181818181818182,0.09090909090909091,0.45454545454545453,20.863636363636363,7.545454545454546,2.143748490909091,0.08705072649600389,10.363636363636363,4.343446787504534,0.03398722676094217
1107SCN,30.0,22.857142857142858,26.571428571428573,0.42857142857142855,1.4285714285714286,0.0,1.0,0.7142857142857143,22.0,9.571428571428571,2.346557942857143,0.10315598425765148,9.714285714285714,4.143247257990638,0.062316462005903
1108SCN,30.0,23.033333333333335,26.633333333333333,1.1666666666666667,1.6666666666666667,0.3,0.5666666666666667,0.6333333333333333,21.2,11.0,2.3511775900000003,0.10072578555887211,10.533333333333333,4.322103722792913,0.0447417613343303
1109SCN,30.0,24.0,26.25,0.4375,0.8125,0.875,0.6875,0.4375,22.6875,7.625,2.2090322687499997,0.09075674241006049,12.0,4.803990954353511,0.03210446662255873
1110SCN,30.0,22.642857142857142,26.75,1.5357142857142858,2.107142857142857,0.42857142857142855,0.7142857142857143,0.42857142857142855,19.714285714285715,11.75,2.3980221928571437,0.10225533251498102,9.25,3.8782972210867954,0.03550341186574627
1111SCN,30.0,24.2,26.933333333333334,0.8666666666666667,1.4666666666666666,0.13333333333333333,0.6,0.4666666666666667,21.733333333333334,13.066666666666666,2.23460222,0.09097570813512841,9.6,4.0967230599426046,0.04133261589904102
1113SCN,30.0,24.5,27.115384615384617,0.5769230769230769,0.8461538461538461,0.15384615384615385,0.3076923076923077,0.46153846153846156,21.96153846153846,11.76923076923077,2.2404536807692312,0.09358755236350852,10.307692307692308,4.30071574485423,0.043856710577207476
1114SCN,30.0,24.785714285714285,26.714285714285715,0.5,1.0,0.14285714285714285,0.5,0.5714285714285714,21.5,10.642857142857142,2.1824311,0.088980731541174,11.714285714285714,4.7358812412316125,0.050067369943146346
1115SCN,30.0,22.0,26.0,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,21.0,6.666666666666667,2.3782608333333335,0.1071007558421746,9.333333333333334,3.949351639969489,0.13428226363008972
1116SCN,30.0,21.666666666666668,27.333333333333332,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,21.666666666666668,13.666666666666666,2.5286404,0.1183825835999749,7.333333333333333,3.2954263128176167,0.09188712522045855
1117SCN,30.0,22.5,26.5,0.5,2.0,0.0,1.5,1.0,21.5,10.5,2.4,0.10482456140350876,9.5,4.070002080299563,0.05652777777777779
1118SCN,30.0,23.036363636363635,27.436363636363637,0.5636363636363636,1.5636363636363637,0.3090909090909091,1.018181818181818,0.6,21.98181818181818,13.454545454545455,2.4146670327272726,0.10394566863028089,9.50909090909091,3.972147458328077,0.05040703764927664
1119SCN,30.0,23.5,27.0,0.0,0.5,0.0,0.5,1.5,21.5,17.5,2.2989129999999998,0.10029644268774704,8.0,3.284543374245892,0.09686206004140786
1120SCN,30.0,22.3,26.8,0.4,1.0,0.2,0.6,0.9,20.2,13.2,2.41839723,0.10955120563816216,7.4,3.4007792207792207,0.08025324227187583
1121SCN,30.0,24.875,27.0,0.3125,0.75,0.25,0.4375,0.5,22.6875,12.1875,2.1813274687499997,0.088681155800721,12.3125,4.7675725080602085,0.026557036713286714
1122SCN,30.0,23.25,26.75,0.5,1.25,0.5,1.0,0.5,22.75,7.5,2.313823875,0.0975407201494158,10.25,4.09413485065659,0.050264771460423636
1123SCN,30.0,24.785714285714285,27.214285714285715,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.2857142857142857,22.928571428571427,11.857142857142858,2.2094229928571427,0.08983864191938726,11.071428571428571,4.518961564030647,0.020010366051182376
1124SCN,30.0,22.46153846153846,26.46153846153846,0.7692307692307693,1.6153846153846154,0.23076923076923078,0.8461538461538461,0.9230769230769231,21.153846153846153,8.846153846153847,2.383992407692307,0.10460331589192498,9.384615384615385,3.842920994447808,0.07978162823700582
1125SCN,30.0,25.666666666666668,27.083333333333332,0.3333333333333333,0.5833333333333334,0.0,0.25,0.4166666666666667,23.166666666666668,12.416666666666666,2.120688683333334,0.08480153737649991,11.166666666666666,4.607838829573698,0.034465848965848964
1126SCN,30.0,25.0,27.333333333333332,0.3333333333333333,1.0,0.0,0.6666666666666666,1.3333333333333333,24.0,9.0,2.1975309000000003,0.08870101986044016,12.333333333333334,5.099033816425121,0.1263227513227513
1127SCN,30.0,23.78787878787879,27.09090909090909,0.7878787878787878,1.0303030303030303,0.06060606060606061,0.24242424242424243,0.5757575757575758,22.060606060606062,11.303030303030303,2.2937540454545453,0.0976322232088129,10.636363636363637,4.291389451888786,0.04299691920894631
1128SCN,30.0,25.625,27.25,0.125,0.3125,0.0,0.1875,0.3125,22.5,11.3125,2.14285713125,0.08736522722654656,11.5625,4.606552856708159,0.028189564059129275
1129SCN,30.0,25.4,27.6,0.4,0.6,0.0,0.2,0.8,22.8,12.2,2.1873374599999997,0.08874216282911936,11.6,4.744747455443107,0.06266459627329193
1130SCN,30.0,25.3125,27.34375,0.5625,1.0,0.0625,0.4375,0.21875,22.6875,11.5,2.181687921875,0.0874794941909329,11.71875,4.7573371689876724,0.023883097634313313
1131SCN,30.0,24.434782608695652,27.565217391304348,0.43478260869565216,0.782608695652174,0.17391304347826086,0.34782608695652173,0.6086956521739131,22.652173913043477,11.826086956521738,2.272726130434782,0.09479417872612578,10.608695652173912,4.3678984769343945,0.05398206613802077
1133SCN,30.0,25.153846153846153,27.384615384615383,0.38461538461538464,0.6923076923076923,0.07692307692307693,0.3076923076923077,0.23076923076923078,23.615384615384617,9.384615384615385,2.195696284615385,0.08937971573653732,11.923076923076923,4.815415230422115,0.01775907935328225
1134SCN,30.0,24.6,27.1,0.3,0.6,0.3,0.3,0.2,22.8,9.8,2.2202521499999994,0.09204962958052201,11.8,4.73231275055989,0.02703962703962704
1135SCN,30.0,24.0,27.666666666666668,0.7777777777777778,1.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,23.333333333333332,13.555555555555555,2.3226474111111113,0.0976169342988565,10.777777777777779,4.441569884476063,0.035489417989417994
1136SCN,30.0,23.875,27.25,0.25,0.75,0.375,0.5,0.375,23.625,10.0,2.2873187875,0.09618906455862976,11.0,4.561009552042161,0.029063146997929605
1137SCN,30.0,23.375,26.625,0.375,0.875,0.125,0.5,1.0,20.25,9.5,2.318159175,0.10276728111530913,10.25,4.085720619483491,0.06576483781918564
1138SCN,30.0,23.928571428571427,26.428571428571427,1.0,1.2857142857142858,0.07142857142857142,0.2857142857142857,0.5,21.0,7.428571428571429,2.2615119714285714,0.09634527220214582,11.785714285714286,4.720306674212218,0.03826898158530812
1139SCN,30.0,23.25,27.0,0.25,0.5,0.25,0.25,0.25,23.25,15.0,2.3246047,0.10156691134952003,8.25,3.7694099378881982,0.0565340909090909
1140SCN,30.0,21.8,27.0,1.0,2.4,0.4,1.4,0.8,20.8,13.0,2.5037160999999997,0.10992359026683969,9.0,3.969939109961994,0.025764411027568924
1141SCN,30.0,22.0,26.818181818181817,1.0909090909090908,1.7272727272727273,0.36363636363636365,0.6363636363636364,0.6363636363636364,21.545454545454547,13.545454545454545,2.456727027272727,0.10891891664722952,9.272727272727273,3.887484296439986,0.055530118130705346
1142SCN,30.0,24.166666666666668,26.833333333333332,0.4166666666666667,0.6666666666666666,0.5,0.25,0.5,22.0,10.5,2.2487071583333336,0.0946700922463699,10.833333333333334,4.517138537234557,0.04967619077887956
1143SCN,30.0,24.928571428571427,26.428571428571427,0.35714285714285715,0.5714285714285714,0.14285714285714285,0.21428571428571427,0.42857142857142855,20.142857142857142,8.785714285714286,2.1447210500000007,0.08913850691014742,11.285714285714286,4.476865794575446,0.03157352740427275
1144SCN,30.0,23.5,27.0,2.0,2.0,0.5,0.0,0.0,18.0,9.5,2.3241758,0.09476190476190477,10.5,4.0285714285714285,0.0
1145SCN,30.0,25.333333333333332,26.416666666666668,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.5,22.75,8.583333333333334,2.0914203083333334,0.08560842807219621,12.25,4.784152243039711,0.03222573702465007
1146SCN,30.0,23.05,26.0,0.8,1.7,0.25,0.9,0.45,19.9,8.6,2.2849529649999996,0.09756585744114347,8.95,3.7848151604344564,0.05609119439830729
1147SCN,30.0,24.0,26.833333333333332,1.0,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,20.5,11.333333333333334,2.23741545,0.09250109793588053,9.0,3.7147874740585736,0.03858408097538532
1148SCN,30.0,24.5625,26.25,0.4375,1.375,0.125,0.9375,0.4375,21.625,5.875,2.1612145125000004,0.08774021771304383,11.4375,4.574505941606914,0.029026157044014185
1149SCN,30.0,23.444444444444443,26.333333333333332,0.8888888888888888,1.5555555555555556,0.1111111111111111,0.6666666666666666,0.1111111111111111,22.555555555555557,10.0,2.2810533555555557,0.09710969342548288,10.666666666666666,4.354855362922996,0.017954144620811283
1150SCN,30.0,24.333333333333332,26.833333333333332,0.6111111111111112,0.7777777777777778,0.2222222222222222,0.16666666666666666,0.2777777777777778,20.5,10.277777777777779,2.2118771833333333,0.09164611377171764,9.11111111111111,3.8807562422488164,0.03495048309178744
1151SCN,30.0,24.058823529411764,26.176470588235293,0.5294117647058824,1.1764705882352942,0.17647058823529413,0.6470588235294118,0.5882352941176471,20.647058823529413,8.529411764705882,2.2179667,0.09343292922802475,11.235294117647058,4.490700474452107,0.05980547318934131
1152SCN,30.0,22.9,26.5,0.7,1.55,0.15,0.85,1.1,19.6,11.1,2.3480481699999998,0.10232970165693278,8.45,3.696738366589962,0.07617014966355709
1153SCN,30.0,24.225806451612904,26.516129032258064,0.6129032258064516,1.032258064516129,0.1935483870967742,0.41935483870967744,0.3548387096774194,21.193548387096776,9.096774193548388,2.2109024193548383,0.09215027008265368,10.548387096774194,4.341993004045684,0.033689761306170844
1155SCN,30.0,21.733333333333334,26.8,0.6666666666666666,1.6,0.26666666666666666,0.9333333333333333,0.7333333333333333,21.4,14.0,2.4812397600000002,0.11214608766096176,8.4,3.6613933222319273,0.04611074384834873
1156SCN,30.0,20.666666666666668,26.666666666666668,1.3333333333333333,3.3333333333333335,0.0,2.0,0.6666666666666666,18.333333333333332,14.666666666666666,2.5825397,0.11528822055137844,6.0,2.675914144335197,0.0521384479717813
1157SCN,30.0,25.142857142857142,25.642857142857142,0.6428571428571429,0.9285714285714286,0.07142857142857142,0.2857142857142857,0.2857142857142857,22.285714285714285,6.714285714285714,2.053248707142857,0.08249669929794154,11.785714285714286,4.820015209083533,0.031137215958644528
1158SCN,30.0,24.571428571428573,26.857142857142858,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.42857142857142855,0.2857142857142857,24.285714285714285,9.0,2.1906784428571426,0.0892094861660079,12.142857142857142,4.723378215986911,0.02040816326530612
1159SCN,30.0,22.9,26.4,1.2,1.7,0.1,0.5,0.5,21.3,11.0,2.33649921,0.10205016009202306,10.4,4.324661581430192,0.0292564987347596
1160SCN,30.0,24.846153846153847,26.23076923076923,0.3076923076923077,0.6923076923076923,0.46153846153846156,0.5384615384615384,0.38461538461538464,22.23076923076923,5.615384615384615,2.122130546153846,0.08568708264360438,11.76923076923077,4.692278717942178,0.03203542990722478
1161SCN,30.0,22.636363636363637,26.818181818181817,1.0909090909090908,1.6363636363636365,0.18181818181818182,0.5454545454545454,0.7272727272727273,22.09090909090909,10.363636363636363,2.380931572727273,0.103287032409146,10.272727272727273,4.104611676294272,0.0478073177313868
1162SCN,30.0,23.2,26.3,1.0,1.5,0.2,0.5,0.5,21.0,8.3,2.306553159999999,0.09907569758828341,10.4,4.158345187552013,0.040276314780510046
1163SCN,30.0,24.526315789473685,26.36842105263158,0.7368421052631579,1.105263157894737,0.15789473684210525,0.3684210526315789,0.5263157894736842,21.105263157894736,7.947368421052632,2.1710639315789475,0.08898955171627698,10.789473684210526,4.400103463952818,0.04503490222521497
1164SCN,30.0,24.77777777777778,26.11111111111111,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.2777777777777778,21.333333333333332,7.444444444444445,2.1228293166666665,0.08632924509736103,10.61111111111111,4.5106476216761,0.023961050355977894
1165SCN,30.0,22.714285714285715,27.142857142857142,1.4285714285714286,1.5714285714285714,0.42857142857142855,0.14285714285714285,0.5714285714285714,22.142857142857142,13.142857142857142,2.437068557142857,0.10657772199789006,9.142857142857142,3.9679747180646174,0.060299482111685246
1166SCN,30.0,22.0,27.5,0.75,1.5,0.25,0.75,1.0,22.0,17.0,2.5219565,0.1141540115109909,8.25,3.597490118577075,0.07500000000000001
1167SCN,30.0,25.416666666666668,27.166666666666668,0.3333333333333333,0.5833333333333334,0.16666666666666666,0.25,0.3333333333333333,23.666666666666668,12.583333333333334,2.1512197000000004,0.08658452658452657,11.75,4.832926763111736,0.02216925809920979
1168SCN,30.0,22.727272727272727,27.363636363636363,0.6363636363636364,1.1818181818181819,0.2727272727272727,0.5454545454545454,0.45454545454545453,21.272727272727273,16.545454545454547,2.4285960727272733,0.10691164532021614,8.272727272727273,3.582830931962835,0.030209065345428984
1169SCN,30.0,23.833333333333332,27.61111111111111,0.7222222222222222,1.0555555555555556,0.0,0.3333333333333333,0.5,22.833333333333332,13.444444444444445,2.3339180222222224,0.09928708186653776,9.944444444444445,4.1041388993552435,0.048233710557318496
